\
\ strid, ra1, dec1, ra2, dec2, ra1_err, dec1_err, corr1, ra2_err, dec2_err, corr2, start_mjd, end_mjd, flux, bg, length, sigma, length_err, sigma_err, pa_err, bg_err, fit_mag_err, ap_snr, ap_mag_err, dmag, dmag_err, chi2, numfit, prob
\ null, deg, deg, deg, deg, deg, deg, null, deg, deg, null, days, days, dn, dn, pixels, pixels, pixels, pixels, deg, dn, mag, null, mag, mag, mag, null, null, null
\
1, 199.052469302, 28.7788492976, 199.048048985, 28.7858284817, 0.00111672952419, 0.00113201588804, 0.989450059617, 0.0038245384987, 0.00378364169075, 0.999906665785, 58173.5372106, 58173.5375578, 694.138403442, 0.907628797371, 28.375697233, 0.710224439318, 19.9537072894, 0.052808317479, 0.0070648787502, 0.126551269606, 0.756205440672, 22.4703566896, 0.0483186012468, 0.082639516714, 0.75774755409, 1.33856753037, 1, 0.000000
2, 199.079580984, 28.7388140605, 199.071266105, 28.7517451471, 9.37958721647e-05, 9.46559417648e-05, 0.654111307059, 0.000136558676496, 0.000135848868897, 0.930028122412, 58173.5372106, 58173.5375578, 1457.53673103, 0.428117774927, 52.7673885142, 0.788793989021, 0.838935916477, 0.033201115185, 0.00220092400557, 0.0795643626848, 0.0434066036939, 34.8797468178, 0.0311279841115, 0.0165030409753, 0.0534142737392, 1.1576397454, 1, 0.003000
3, 199.082413333, 28.7346429847, 199.075315819, 28.7456080561, 0.000203716310461, 0.000205176578068, 0.785011970491, 0.000239099447147, 0.000239273715079, 0.89086487728, 58173.5372106, 58173.5375578, 1346.64749962, 0.0592688146566, 44.8169463069, 0.831508993571, 1.60409578469, 0.0420066900937, 0.00334700361724, 0.113057135184, 0.0600475397887, 36.2240472867, 0.0299728022152, 0.00303868773656, 0.0671124124682, 1.12130456728, 1, 0.001000
4, 199.099025397, 28.7089532386, 199.091524385, 28.7206504399, 9.3340985016e-05, 9.3623940595e-05, 0.852719874221, 8.74476258604e-05, 8.8006480696e-05, 0.807489828978, 58173.5372106, 58173.5375578, 1191.49867566, 0.0303653241195, 47.7034453961, 0.821185305652, 0.647090876119, 0.0437422291761, 0.00319461164124, 0.0851595952714, 0.0529814814116, 33.9052035898, 0.0320227012317, -0.0168964287983, 0.0619071140237, 1.23124889226, 0, 0.004000
5, 199.106402974, 28.6990599116, 199.101621604, 28.7066131733, 0.000153162915772, 0.000151968501508, 0.954327599673, 8.476978879e-05, 8.70202334191e-05, 0.433660660898, 58173.5372106, 58173.5375578, 745.426110493, 0.241360884427, 30.7095979106, 0.759857881995, 0.886887970871, 0.0461179605551, 0.00535695571397, 0.0938281396514, 0.0639031574097, 24.9219421212, 0.0435654733279, -0.0343786228341, 0.0773405714565, 1.17299673338, 0, 0.001000
6, 199.12054375, 28.6736215118, 199.114237916, 28.6836224333, 7.04955314744e-05, 7.12003319643e-05, 0.777153599914, 7.8866783928e-05, 7.91033463101e-05, 0.859673689005, 58173.5372106, 58173.5375578, 1048.13830329, 0.267945206202, 40.6252977997, 0.802681826017, 0.536055278798, 0.037344979294, 0.00322621582609, 0.0711612544793, 0.0462431882696, 31.4410634362, 0.0345324262635, 0.0941599919164, 0.0577141310684, 1.12771713312, 3, 0.001000
7, 199.126478444, 28.6645162557, 199.123041732, 28.6699278447, 0.000101023185179, 0.000105466829101, 0.206339219245, 0.000272088102953, 0.000268760050414, 0.988405884, 58173.5372106, 58173.5375578, 513.865874557, 0.469369547466, 22.0204208076, 0.624189158273, 1.46513260813, 0.0431678028311, 0.00724936085418, 0.121244145186, 0.0921904288077, 21.1840985315, 0.0512524147838, 0.088001212319, 0.105479311644, 1.11327304642, 1, 0.000000
8, 199.159558575, 28.6150696581, 199.147820435, 28.6332681701, 7.56313545144e-05, 7.55181428233e-05, 0.858472248985, 7.15394298734e-05, 7.15671086643e-05, 0.821398067713, 58173.5372106, 58173.5375578, 1874.10858369, 0.282641392939, 74.3355739148, 0.836397569522, 0.524841366116, 0.0273967657556, 0.00127860998352, 0.0452167441726, 0.0321169023779, 41.0559364811, 0.0264452914198, 0.0493691537281, 0.0416034716897, 1.15291787091, 3, 0.009000
