\
\ strid, ra1, dec1, ra2, dec2, ra1_err, dec1_err, corr1, ra2_err, dec2_err, corr2, start_mjd, end_mjd, flux, bg, length, sigma, length_err, sigma_err, pa_err, bg_err, fit_mag_err, ap_snr, ap_mag_err, dmag, dmag_err, chi2, numfit, prob
\ null, deg, deg, deg, deg, deg, deg, null, deg, deg, null, days, days, dn, dn, pixels, pixels, pixels, pixels, deg, dn, mag, null, mag, mag, mag, null, null, null
\
1, 162.794675912, 10.5558404392, 162.791784363, 10.5556207956, 0.000656778171902, 0.000383052290266, 0.136558296378, 0.000656793993568, 0.000383106802545, 0.137601299684, 58153.4279514, 58153.4282986, 783.039590737, 15.0891670676, 10.137168645, 2.50026482693, 4.37478130447, 0.875425962526, 0.44262769683, 0.785083904583, 0.438408408289, 7.45288912392, 0.145679908383, -0.00283159122119, 0.461978969397, 1.21351926719, 1, 0.000000
2, 162.820690366, 10.546308604, 162.812557104, 10.5498600623, 0.000129001086936, 0.000126303832659, 0.823317695376, 0.000109651290483, 0.000107003268701, 0.622978751231, 58153.4279514, 58153.4282986, 365.25584085, 19.0396545103, 31.1092312943, 0.392810258996, 0.843483712586, 0.0506848255236, 0.00564738875882, 0.10169172108, 0.123343531769, 5.15266225301, 0.210713637232, -0.00803445513586, 0.244159504719, 1.1694470793, 4, 0.000000
3, 162.776012099, 10.5436147035, 162.775684644, 10.5385748798, 0.000293208944402, 0.000322117726439, 0.141992705049, 0.000292980156764, 0.000321847679042, 0.130916863077, 58153.4279514, 58153.4282986, 622.487160698, 14.8569627904, 17.9532908509, 1.03073926909, 2.22096321937, 0.27851940439, 0.0568462766883, 0.587999532684, 0.286319108342, 7.46452965342, 0.14545272846, 0.0258427152234, 0.321146583382, 1.27375988912, 1, 0.000000
4, 162.78948445, 10.5385883115, 162.786175684, 10.5419030935, 0.000105799336238, 0.000102948818116, 0.964222172468, 0.000128746101346, 0.000124285203975, 0.976347339771, 58153.4279514, 58153.4282986, 384.137585784, 15.7407308129, 16.5131046942, 0.423010633068, 0.827177815515, 0.0776116925948, 0.0137030100238, 0.287315025842, 0.148992876254, 6.59379065782, 0.164660399625, -0.0906717265341, 0.222062883839, 1.33475735176, 3, 0.000000
5, 162.859408067, 10.539992203, 162.85251702, 10.5373096617, 8.6259798658e-05, 8.58072693059e-05, 0.0545828379731, 0.000144351488682, 0.000144989981642, 0.929533201102, 58153.4279514, 58153.4282986, 372.226359154, 20.2885150415, 25.9073198214, 0.355384186482, 0.847060542914, 0.035168018504, 0.0047716106495, 0.0869167638357, 0.0957026080009, 6.71910018622, 0.161589524589, 0.168795697435, 0.187803524022, 1.39120732946, 0, 0.000000
6, 162.892174101, 10.5346540278, 162.890888611, 10.5318645389, 0.000100374765926, 0.000110350129146, 0.815808538795, 8.5802388007e-05, 9.66411165516e-05, 0.650382076823, 58153.4279514, 58153.4282986, 272.849716385, 16.2283312365, 10.887413303, 0.300843655433, 0.755359643245, 0.0347506147519, 0.0109333899423, 0.219515432671, 0.104459425982, 7.26143800397, 0.149520825512, 0.0450237649303, 0.182395857788, 1.24563233226, 0, 0.000000
7, 162.895118718, 10.5202783737, 162.891989845, 10.5296315182, 0.000367630365376, 0.000376163545813, 0.560620124531, 0.000367618482651, 0.000376147087651, 0.560552307288, 58153.4279514, 58153.4282986, 540.797726285, 20.8277863603, 35.0069608927, 0.99024258583, 2.65954264735, 0.235330163657, 0.0240510038119, 0.138066496441, 0.234913520749, 5.60797573618, 0.193605724389, 0.336179654078, 0.304413433913, 1.30511355755, 0, 0.000000
8, 162.856541035, 10.511579897, 162.844520729, 10.5168038923, 0.000723328435749, 0.000667515020997, 0.700709020053, 0.000723328440021, 0.000667515025023, 0.700709027138, 58153.4279514, 58153.4282986, 1288.49160822, 23.408047147, 45.947081913, 2.91644455231, 5.02153097578, 0.648146754447, 0.0534119124499, 0.0787930302492, 0.227791355165, 6.676641445, 0.162617120255, 0.513658210253, 0.279880741187, 1.21792018797, 0, 0.000000
