\
\ strid, ra1, dec1, ra2, dec2, ra1_err, dec1_err, corr1, ra2_err, dec2_err, corr2, start_mjd, end_mjd, flux, bg, length, sigma, length_err, sigma_err, pa_err, bg_err, fit_mag_err, ap_snr, ap_mag_err, dmag, dmag_err, chi2, numfit, prob
\ null, deg, deg, deg, deg, deg, deg, null, deg, deg, null, days, days, dn, dn, pixels, pixels, pixels, pixels, deg, dn, mag, null, mag, mag, mag, null, null, null
\
1, 162.839964895, 10.7235116953, 162.830680921, 10.7217491108, 1.36594575285e-05, 1.31400182974e-05, 0.342778217773, 1.36593823129e-05, 1.31399428291e-05, 0.342752518444, 58153.4225231, 58153.4228703, 15692.5815126, -1.78092710024, 33.0353180752, 1.07883721584, 0.0959037023726, 0.0090590124653, 0.000991455886736, 0.106462957767, 0.00827627716377, 130.784952424, 0.00830169055868, -0.0324401692378, 0.0117224071685, 1.25433390796, 0, 0.983000
2, 162.39360999, 10.338923369, 162.392276927, 10.3492203046, 0.000403079396662, 0.000420641663363, 0.221977273116, 0.00040307957958, 0.000420642215848, 0.221980483503, 58153.4225231, 58153.4228703, 801.890395329, 19.76013787, 36.9065230406, 1.17353276757, 2.94877297554, 0.277085327878, 0.0268777217785, 0.196451644939, 0.236274775589, 3.97512693344, 0.273132461664, -0.392019240988, 0.361146938509, 1.25641385107, 0, 0.000000
3, 162.388735478, 10.3381839226, 162.386123419, 10.3451944275, 0.000392279967521, 0.000390210764111, 0.93513223518, 0.000230815357546, 0.000241005835627, 0.207947439555, 58153.4225231, 58153.4228703, 266.392516322, 20.7526606358, 26.5484682838, 0.188731199067, 2.32673755787, 0.0179496701067, 0.00279005369594, 0.115454545891, 0.125131980943, 7.76547034152, 0.139815897429, 0.364394350669, 0.187633946365, 0.892882064571, 0, 0.000000
4, 162.369537597, 10.3434979915, 162.36700739, 10.3414920896, 0.000319161901804, 0.000312615443632, 0.866467507131, 0.000319162086728, 0.000312615687046, 0.866467754018, 58153.4225231, 58153.4228703, 386.988213183, 21.0540933709, 11.3633129886, 1.17138640581, 2.31004598732, 0.366614192266, 0.131120375395, 0.342746848413, 0.332853423344, 5.19537280926, 0.208981384901, 0.398970185246, 0.39301987312, 1.17155307746, 0, 0.000000
5, 162.392564164, 10.3374559446, 162.388814686, 10.3430212063, 0.000427695222918, 0.000440934418333, 0.839809411021, 0.000427695220406, 0.000440934415883, 0.839809408221, 58153.4225231, 58153.4228703, 958.249650948, 20.4258695268, 23.7399110528, 1.75857696502, 3.14628658508, 0.437419526442, 0.0705332654908, 0.26918882171, 0.260937819827, 5.5473775262, 0.195720626482, -0.0444322787047, 0.326182632043, 1.27715778404, 1, 0.000000
6, 162.36145754, 10.3334750422, 162.359077672, 10.3371765115, 0.000187847062529, 0.000190071427293, 0.852649183329, 0.000185188786516, 0.000187455410534, 0.845360359609, 58153.4225231, 58153.4228703, 425.302464884, 20.1949035519, 15.5728944038, 0.698402847327, 1.34726742764, 0.14924154978, 0.0350231946414, 0.325387775954, 0.215197798923, 6.9854487957, 0.155428267605, 0.29603681113, 0.265458168139, 1.24050625128, 0, 0.000000
7, 162.4143234, 10.3212802452, 162.409180157, 10.3329161845, 0.000111643638534, 0.000111857789329, 0.647279727027, 0.000121456630711, 0.000121392311281, 0.759622722617, 58153.4225231, 58153.4228703, 556.95328896, 19.9826008565, 45.1164418428, 0.549254643953, 0.832864548668, 0.0473128102151, 0.00372471034874, 0.0379052031289, 0.0830715154276, 9.31083953107, 0.116609914835, 0.592241842283, 0.143173841581, 1.32194110798, 4, 0.000000
8, 162.427706978, 10.3113839402, 162.42606321, 10.3182078688, 9.99235596761e-05, 0.000101997237317, 0.415028989601, 0.000100058399384, 0.000102555230712, 0.419084461418, 58153.4225231, 58153.4228703, 551.804151746, 19.7905338792, 24.935587209, 0.616346583838, 0.722017358337, 0.0597988695366, 0.0084957014356, 0.0687428482499, 0.0936933476808, 4.56234958922, 0.237977424466, -0.382147142793, 0.255757107341, 1.39011790935, 0, 0.000000
